Num,Speed X,Speed Y,Speed Z,Total Speed,Lo,La,Heading(Deg)
0,-0.07570251950710372,0.43586947943367704,0.03592457031309948,0.44239470449080653,358967.0,6920129.0,130.81413844625519
1,0.29874460165956407,0.4368630822045816,0.017423781529188886,0.5292425621716554,358968.0,6920129.0,130.81619065608302
2,0.4412646563650924,0.45924278239908745,-0.01677031065241863,0.6368818023327866,358968.0,6920129.0,130.81639670662886
3,0.2580594207120157,0.49369294873940817,-0.04752612912511722,0.5570703656211062,358969.0,6920130.0,130.81647352005058
4,-0.09365432004415197,0.5283541289736604,-0.056988936630801845,0.5365903626291175,358969.0,6920130.0,130.82096888611392
5,-0.3440372969271266,0.5527391344276111,-0.03127446551303592,0.6510623721308955,358969.0,6920129.0,130.8301240469399
6,-0.325735446458566,0.5599784071910108,0.011862613603099703,0.6478266724979319,358970.0,6920129.0,130.84023003940715
7,-0.0924114020926936,0.5479450777693273,0.03878053587619945,0.5556830710831234,358970.0,6920128.0,130.84889612797042
8,0.14625907018853468,0.5196536759376613,0.041082447568214775,0.5398441057638201,358971.0,6920128.0,130.85414296185257
9,0.2073519626446796,0.48318362389181857,0.03228488004268115,0.5257958261624287,358971.0,6920129.0,130.85654959407574
10,0.07879095172029338,0.450687148832003,0.02481002903607532,0.4575225898196827,358972.0,6920129.0,130.8586933478861
11,-0.08903007801563945,0.4351425425556954,0.024825430892434497,0.44415693975587733,358973.0,6920129.0,130.86325588442818
12,-0.12617048845640966,0.44499027419988124,0.026789687642789772,0.46253144356877457,358973.0,6920129.0,130.87033498750813
13,0.007406105851259781,0.4787554511494818,0.014740363568037651,0.47881273208763353,358973.0,6920129.0,130.87552188069938
14,0.1915419032502541,0.5233341124494473,-0.017129357737886153,0.5572852895546234,358974.0,6920129.0,130.87894442074386
15,0.2540589080308564,0.5585940864966688,-0.057192148962599276,0.6136556707298312,358974.0,6920129.0,130.8827820158387
16,0.11984805722931924,0.5671934110159782,-0.0883000240361298,0.5797171054243462,358975.0,6920129.0,130.8859541329662
17,-0.12619121928764798,0.5445019019407482,-0.09224073650393905,0.5589333994693781,358975.0,6920129.0,130.89202823123668
18,-0.31086146528650715,0.5020968912594981,-0.057187484712812875,0.5905388546171425,358976.0,6920129.0,130.90024728969183
19,-0.31195458741422044,0.4620739612983016,0.005872871416769954,0.557519515639301,358977.0,6920129.0,130.90777741203345
20,-0.14662653423329175,0.4448183026397601,0.06894560548914797,0.4683616795859626,358977.0,6920128.0,130.9159841495523
21,0.05929697328610928,0.4573476721179759,0.1103357536199212,0.4611756977905765,358977.0,6920128.0,130.92180317306077
22,0.18364007382842829,0.4897415422146878,0.11999738021124529,0.5230396303211942,358978.0,6920128.0,130.92485707700948
23,0.1980328016088606,0.5218508835514513,0.09273629201331346,0.5581624630665204,358979.0,6920129.0,130.9271989627343
24,0.16144846626048093,0.5359685998791974,0.030975365221408424,0.5597570431127499,358979.0,6920129.0,130.93071301892772
25,0.1354855840872915,0.5271867579267564,-0.04926529825098669,0.5443181250232249,358980.0,6920129.0,130.93428326676454
26,0.11169343864821712,0.5048718637135607,-0.1196826140378704,0.5170793198404547,358980.0,6920129.0,130.93793919431724
27,0.02611409615383309,0.4851169589346682,-0.14892444421853668,0.48581931812552726,358980.0,6920129.0,130.94300986035287
28,-0.15158282174525084,0.47988945114411763,-0.11656069697814075,0.5032606056186545,358981.0,6920129.0,130.94785311003642
29,-0.3453138040549675,0.49016994824341964,-0.02601857339527669,0.5995900277955506,358982.0,6920129.0,130.9558312299926
30,-0.4010261149142025,0.5069323083262134,0.08524136049096853,0.6463762913877041,358982.0,6920129.0,130.9657746716838
31,-0.21151110448045074,0.5182487985985063,0.1538787667649899,0.5597488406127656,358982.0,6920128.0,130.97558821576186
32,0.1644365922675206,0.5171340362721821,0.13679802574358746,0.5426481404627803,358983.0,6920128.0,130.9816058805099
